Concept1,Concept2,Concept1_URI_withoutiid,Concept2_URI_withoutiid,internal_ID_for_concept1,internal_ID_for_concept2,Code_Concept1,Code_Concept2,Definition_Concept1,Definition_Concept2,concept1_mandatory_or_not,concept2_mandatory_or_not,Relation_URI,Concept_1_URL,Concept_2_URL
Extent of Resection,Unknown,Extent_of_Resection,Unknown,M_Meningioma_59,M_Meningioma_149,C157443,C17998,"A description of the relative amount of tissue, blood vessel, or organ that has been removed. 
The degree to which the lesion has been cut out, or resected.",A proper value is applicable but not known.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C157443,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C17998
Extent of Resection,GTR,Extent_of_Resection,GTR,M_Meningioma_59,M_Meningioma_150,C157443,C131672,"A description of the relative amount of tissue, blood vessel, or organ that has been removed. 
The degree to which the lesion has been cut out, or resected.","Surgical removal of an entire visible lesion, with no obvious lesion detected on post-operative evaluation; microscopic residual disease may be present.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C157443,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C131672
Extent of Resection,STR,Extent_of_Resection,STR,M_Meningioma_59,M_Meningioma_151,C157443,NCIT_C131680,"A description of the relative amount of tissue, blood vessel, or organ that has been removed. 
The degree to which the lesion has been cut out, or resected.",Surgical removal of a part of a lesion; some portion of the lesion is detectable on post-operative evaluation.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C157443,https://ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C131680
lower limb,grade,lower_limb,grade,M_Meningioma_60,M_Meningioma_152,C12742,C48309,"The limb that is composed of the hip, thigh, leg and foot.",A position on a scale of intensity or amount or quality.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12742,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48309
lower limb,left,lower_limb,left,M_Meningioma_60,M_Meningioma_153,C12742,C25229,"The limb that is composed of the hip, thigh, leg and foot.",Being or located on or directed toward the side of the body to the west when facing north.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12742,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25229
lower limb,right,lower_limb,right,M_Meningioma_60,M_Meningioma_154,C12742,C25228,"The limb that is composed of the hip, thigh, leg and foot.",Being or located on or directed toward the side of the body to the east when facing north.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12742,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25228
upper limb,grade,upper_limb,grade,M_Meningioma_61,M_Meningioma_152,C12671,C48309,The part of the forelimb extending from the shoulder to the autopod.,A position on a scale of intensity or amount or quality.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12671,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C48309
upper limb,left,upper_limb,left,M_Meningioma_61,M_Meningioma_153,C12671,C25229,The part of the forelimb extending from the shoulder to the autopod.,Being or located on or directed toward the side of the body to the west when facing north.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12671,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25229
upper limb,right,upper_limb,right,M_Meningioma_61,M_Meningioma_154,C12671,C25228,The part of the forelimb extending from the shoulder to the autopod.,Being or located on or directed toward the side of the body to the east when facing north.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12671,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25228
optic nerve sheath,left optic nerve sheath,optic_nerve_sheath,left_optic_nerve_sheath,M_Meningioma_62,M_Meningioma_155,C4538,C25229 AND C4538,A meningioma that arises from the sheath of the optic nerve.,Being or located on or directed toward the side of the body to the west when facing north. A meningioma that arises from the sheath of the optic nerve.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4538,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25229 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4538
optic nerve sheath,right optic nerve sheath,optic_nerve_sheath,right_optic_nerve_sheath,M_Meningioma_62,M_Meningioma_156,C4538,C25228 AND C4538,A meningioma that arises from the sheath of the optic nerve.,Being or located on or directed toward the side of the body to the east when facing north. A meningioma that arises from the sheath of the optic nerve.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4538,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25228 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C4538
involvement of bone,lytic,involvement_of_bone,lytic,M_Meningioma_63,M_Meningioma_157,C25548 AND C12366,C27963,To have a connection by participation or association or use; sharing in an activity or process. Calcified connective tissue that forms the skeletal components of the body.,"Having to do with lysis. In biology, lysis refers to the disintegration of a cell by disruption of its plasma membrane. Lysis can be caused by chemical or physical means (e.g., high-energy sound waves) or by a virus infection.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25548 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12366,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C27963
involvement of bone,not,involvement_of_bone,not,M_Meningioma_63,M_Meningioma_158,C25548 AND C12366,C110959,To have a connection by participation or association or use; sharing in an activity or process. Calcified connective tissue that forms the skeletal components of the body.,Indicates that no answer was given,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25548 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12366,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
involvement of bone,sclerotic,involvement_of_bone,sclerotic,M_Meningioma_63,M_Meningioma_159,C25548 AND C12366,C69309,To have a connection by participation or association or use; sharing in an activity or process. Calcified connective tissue that forms the skeletal components of the body.,"A pathological hardening or thickening of tissue, especially that of the interstitial substance.",,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25548 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C12366,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C69309
Tumor size(diameter),> 4cm,Tumor_size_diameter,gt_4cm,M_Meningioma_64,M_Meningioma_160,C120284 AND C25285,C61584 AND C66835 AND C49668,The size of a tumor in its greatest dimension. The length of a straight line passing through the center of a circle or sphere and connecting two points on the circumference.,A statement about the relative size or order of two objects specifying that an object of interest exceeds another object in quantity or measure or value or status. A natural number greater than 3 and less than 5 and the quantity that it denotes: the sum of three and one. A basic unit of length equal to one hundredth of a meter or approximately 0.393700787 inch.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C120284 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25285,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C61584 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C66835 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49668
Tumor size(diameter),<4cm,Tumor_size_diameter,lt_4cm,M_Meningioma_64,M_Meningioma_161,C120284 AND C25285,C61585 AND C66835 AND C49668,The size of a tumor in its greatest dimension. The length of a straight line passing through the center of a circle or sphere and connecting two points on the circumference.,A statement about the relative size or order of two objects specifying that an object of interest is smaller than another object in quantity or measure or value or status. A natural number greater than 3 and less than 5 and the quantity that it denotes: the sum of three and one. A basic unit of length equal to one hundredth of a meter or approximately 0.393700787 inch.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C120284 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C25285,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C61585 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C66835 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49668
Re do surgery,redo surgery not done,Re_do_surgery,redo_surgery_not_done,M_Meningioma_65,M_Meningioma_162,C50830,C50830 AND C216248,Repeat performance of a surgical procedure or intervention.,Repeat performance of a surgical procedure or intervention. A status indicating that the procedure was terminated prior to any activity beyond preparation.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50830,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50830 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C216248
Re do surgery,redo surgery done,Re_do_surgery,redo_surgery_done,M_Meningioma_65,M_Meningioma_163,C50830,C50830 AND C216248,Repeat performance of a surgical procedure or intervention.,Repeat performance of a surgical procedure or intervention. A status indicating that the procedure was terminated prior to any activity beyond preparation.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50830,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50830 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C216248
Re do surgery,time interval,Re_do_surgery,time_interval,M_Meningioma_65,M_Meningioma_148,C50830,C50830 AND C216248,Repeat performance of a surgical procedure or intervention.,Repeat performance of a surgical procedure or intervention. A status indicating that the procedure was terminated prior to any activity beyond preparation.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50830,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C50830 AND https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C216248
MRI,yes,MRI,yes,M_Meningioma_66,M_Meningioma_73,C16809,C49488,"A procedure in which radio waves and a powerful magnet linked to a computer are used to create detailed pictures of areas inside the body. These pictures can show the difference between normal and diseased tissue. NMRI makes better images of organs and soft tissue than other scanning techniques, such as computed tomography (CT) or x-ray. NMRI is especially useful for imaging the brain, the spine, the soft tissue of joints, and the inside of bones.",The affirmative response to a question,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C49488
MRI,no,MRI,no,M_Meningioma_66,M_Meningioma_114,C16809,C110959,"A procedure in which radio waves and a powerful magnet linked to a computer are used to create detailed pictures of areas inside the body. These pictures can show the difference between normal and diseased tissue. NMRI makes better images of organs and soft tissue than other scanning techniques, such as computed tomography (CT) or x-ray. NMRI is especially useful for imaging the brain, the spine, the soft tissue of joints, and the inside of bones.",Indicates that no answer was given.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C110959
MRI,preoperative,MRI,preoperative,M_Meningioma_66,M_Meningioma_164,C16809,C54732,"A procedure in which radio waves and a powerful magnet linked to a computer are used to create detailed pictures of areas inside the body. These pictures can show the difference between normal and diseased tissue. NMRI makes better images of organs and soft tissue than other scanning techniques, such as computed tomography (CT) or x-ray. NMRI is especially useful for imaging the brain, the spine, the soft tissue of joints, and the inside of bones.",Relating to or occurring during the period immediately before a surgical operation.,,,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C16809,https://evsexplore.semantics.cancer.gov/evsexplore/concept/ncit/C54732
